(12,15,0.005830921624177347)
(12,16,0.014463852241494563)
(12,17,0.0405837161693855)
(12,18,0.0405837161693855)
(13,14,0.0180202699486094)
(13,15,0.06690245194669943)
(13,16,0.00233759332451119)
(13,17,0.009214979849519073)
(13,18,0.009214979849519073)
(14,15,0.021853202045113738)
(14,16,0.008762210955279692)
(14,17,0.05640201978338874)
(14,18,0.05640201978338874)
(15,16,0.0026454589718254264)
(15,17,0.006072847449919938)
(15,18,0.006072847449919938)
(16,17,0.07734509900242162)
(16,18,0.07734509900242162)
